formula_string,transformation_unit,is_addition,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C36 H32 O21,H2 O2,1,36,34,23,0,0,0,2,2,0,0,C36 H34 O23
C36 H32 O21,H2 O1,1,36,34,22,0,0,0,2,1,0,0,C36 H34 O22
C36 H32 O21,-H2 -O1,0,36,30,20,0,0,0,-2,-1,0,0,C36 H30 O20
C18 H10 O10 S1,-O1,0,18,10,9,0,1,0,0,-1,0,0,C18 H10 O9 S1
C18 H10 O10 S1,H2 O2,1,18,12,12,0,1,0,2,2,0,0,C18 H12 O12 S1
C18 H10 O10 S1,C1 H3 -O1 N1,0,19,13,9,1,1,1,3,-1,1,0,C19 H13 N1 O9 S1
C18 H10 O10 S1,H2 O1,1,18,12,11,0,1,0,2,1,0,0,C18 H12 O11 S1
C22 H28 O10,O1,1,22,28,11,0,0,0,0,1,0,0,C22 H28 O11
C22 H28 O10,-O1,0,22,28,9,0,0,0,0,-1,0,0,C22 H28 O9
C22 H28 O10,H2 O2,1,22,30,12,0,0,0,2,2,0,0,C22 H30 O12
C22 H28 O10,H2 O1,1,22,30,11,0,0,0,2,1,0,0,C22 H30 O11
C22 H28 O10,-H2 -O1,0,22,26,9,0,0,0,-2,-1,0,0,C22 H26 O9
C27 H30 O14,O1,1,27,30,15,0,0,0,0,1,0,0,C27 H30 O15
C27 H30 O14,H2 O2,1,27,32,16,0,0,0,2,2,0,0,C27 H32 O16
C27 H30 O14,H2 O1,1,27,32,15,0,0,0,2,1,0,0,C27 H32 O15
C27 H30 O14,-H2 -O1,0,27,28,13,0,0,0,-2,-1,0,0,C27 H28 O13
C21 H28 O10,O1,1,21,28,11,0,0,0,0,1,0,0,C21 H28 O11
C21 H28 O10,-O1,0,21,28,9,0,0,0,0,-1,0,0,C21 H28 O9
C21 H28 O10,H2 O2,1,21,30,12,0,0,0,2,2,0,0,C21 H30 O12
C21 H28 O10,H2 O1,1,21,30,11,0,0,0,2,1,0,0,C21 H30 O11
C21 H28 O10,-H2 -O1,0,21,26,9,0,0,0,-2,-1,0,0,C21 H26 O9
C19 H19 N1 O21 34S1,-H2 -O2,0,19,17,19,1,0,0,-2,-2,0,0,C19 H17 N1 O19
C30 H29 N1 O19,-H2 -O2,0,30,27,17,1,0,0,-2,-2,0,0,C30 H27 N1 O17
C30 H29 N1 O19,-C1 -H3 O1 -N1,1,29,26,20,0,0,-1,-3,1,-1,0,C29 H26 O20
C30 H29 N1 O19,-H2 -O1,0,30,27,18,1,0,0,-2,-1,0,0,C30 H27 N1 O18
C25 H20 N2 O12,-C1 -H3 O1 -N1,1,24,17,13,1,0,-1,-3,1,-1,0,C24 H17 N1 O13
C25 H20 N2 O12,H2 O1,1,25,22,13,2,0,0,2,1,0,0,C25 H22 N2 O13
C24 13C1 H14 O15,O1,1,24,14,16,0,0,0,0,1,0,0,C24 H14 O16
C24 13C1 H14 O15,-O1,0,24,14,14,0,0,0,0,-1,0,0,C24 H14 O14
C24 13C1 H14 O15,H2 O2,1,24,16,17,0,0,0,2,2,0,0,C24 H16 O17
C24 13C1 H14 O15,C1 H3 -O1 N1,0,25,17,14,1,0,1,3,-1,1,0,C25 H17 N1 O14
C24 13C1 H14 O15,H2 O1,1,24,16,16,0,0,0,2,1,0,0,C24 H16 O16
C24 13C1 H14 O15,-H2 -O1,0,24,12,14,0,0,0,-2,-1,0,0,C24 H12 O14
C37 H36 O23,O1,1,37,36,24,0,0,0,0,1,0,0,C37 H36 O24
C37 H36 O23,-O1,0,37,36,22,0,0,0,0,-1,0,0,C37 H36 O22
C37 H36 O23,-H2 -O1,0,37,34,22,0,0,0,-2,-1,0,0,C37 H34 O22
C12 13C1 H10 O7,O1,1,12,10,8,0,0,0,0,1,0,0,C12 H10 O8
C12 13C1 H10 O7,-O1,0,12,10,6,0,0,0,0,-1,0,0,C12 H10 O6
C12 13C1 H10 O7,H2 O2,1,12,12,9,0,0,0,2,2,0,0,C12 H12 O9
C12 13C1 H10 O7,-H2 -O2,0,12,8,5,0,0,0,-2,-2,0,0,C12 H8 O5
C12 13C1 H10 O7,C1 H3 -O1 N1,0,13,13,6,1,0,1,3,-1,1,0,C13 H13 N1 O6
C12 13C1 H10 O7,H2 O1,1,12,12,8,0,0,0,2,1,0,0,C12 H12 O8
C12 13C1 H10 O7,-H2 -O1,0,12,8,6,0,0,0,-2,-1,0,0,C12 H8 O6
C33 H26 O20 34S1,O1,1,33,26,21,0,0,0,0,1,0,0,C33 H26 O21
C33 H26 O20 34S1,-O1,0,33,26,19,0,0,0,0,-1,0,0,C33 H26 O19
C33 H26 O20 34S1,H2 O2,1,33,28,22,0,0,0,2,2,0,0,C33 H28 O22
C33 H26 O20 34S1,-H2 -O2,0,33,24,18,0,0,0,-2,-2,0,0,C33 H24 O18
C33 H26 O20 34S1,H2 O1,1,33,28,21,0,0,0,2,1,0,0,C33 H28 O21
C33 H26 O20 34S1,-H2 -O1,0,33,24,19,0,0,0,-2,-1,0,0,C33 H24 O19
C40 H78 N2 O4,-O1,0,40,78,3,2,0,0,0,-1,0,0,C40 H78 N2 O3
C40 H78 N2 O4,-H2 -O2,0,40,76,2,2,0,0,-2,-2,0,0,C40 H76 N2 O2
C40 H78 N2 O4,-H2 -O1,0,40,76,3,2,0,0,-2,-1,0,0,C40 H76 N2 O3
C39 H78 O11,-O1,0,39,78,10,0,0,0,0,-1,0,0,C39 H78 O10
C24 H19 N1 O24 S1,C1 H3 -O1 N1,0,25,22,23,2,1,1,3,-1,1,0,C25 H22 N2 O23 S1
C28 H25 N1 O23 S1,-H2 -O2,0,28,23,21,1,1,0,-2,-2,0,0,C28 H23 N1 O21 S1
C28 H25 N1 O23 S1,C1 H3 -O1 N1,0,29,28,22,2,1,1,3,-1,1,0,C29 H28 N2 O22 S1
C23 13C1 H30 O12,O1,1,23,30,13,0,0,0,0,1,0,0,C23 H30 O13
C23 13C1 H30 O12,-O1,0,23,30,11,0,0,0,0,-1,0,0,C23 H30 O11
C23 13C1 H30 O12,-H2 -O2,0,23,28,10,0,0,0,-2,-2,0,0,C23 H28 O10
C23 13C1 H30 O12,H2 O1,1,23,32,13,0,0,0,2,1,0,0,C23 H32 O13
C23 13C1 H30 O12,-H2 -O1,0,23,28,11,0,0,0,-2,-1,0,0,C23 H28 O11
C25 13C1 H30 O16,O1,1,25,30,17,0,0,0,0,1,0,0,C25 H30 O17
C25 13C1 H30 O16,-O1,0,25,30,15,0,0,0,0,-1,0,0,C25 H30 O15
C25 13C1 H30 O16,-H2 -O2,0,25,28,14,0,0,0,-2,-2,0,0,C25 H28 O14
C25 13C1 H30 O16,H2 O1,1,25,32,17,0,0,0,2,1,0,0,C25 H32 O17
C25 13C1 H30 O16,-H2 -O1,0,25,28,15,0,0,0,-2,-1,0,0,C25 H28 O15
C28 H20 O15 S1,H2 O2,1,28,22,17,0,1,0,2,2,0,0,C28 H22 O17 S1
C28 H20 O15 S1,H2 O1,1,28,22,16,0,1,0,2,1,0,0,C28 H22 O16 S1
C43 H80 O8,-O1,0,43,80,7,0,0,0,0,-1,0,0,C43 H80 O7
C43 H80 O8,-H2 -O1,0,43,78,7,0,0,0,-2,-1,0,0,C43 H78 O7
C16 H14 O14 S1,O1,1,16,14,15,0,1,0,0,1,0,0,C16 H14 O15 S1
C16 H14 O14 S1,H2 O2,1,16,16,16,0,1,0,2,2,0,0,C16 H16 O16 S1
C16 H14 O14 S1,-H2 -O2,0,16,12,12,0,1,0,-2,-2,0,0,C16 H12 O12 S1
C16 H14 O14 S1,H2 O1,1,16,16,15,0,1,0,2,1,0,0,C16 H16 O15 S1
C16 H14 O14 S1,-H2 -O1,0,16,12,13,0,1,0,-2,-1,0,0,C16 H12 O13 S1
C36 H71 N1 O4,O1,1,36,71,5,1,0,0,0,1,0,0,C36 H71 N1 O5
C25 H18 O26,O1,1,25,18,27,0,0,0,0,1,0,0,C25 H18 O27
C25 H18 O26,-H2 -O2,0,25,16,24,0,0,0,-2,-2,0,0,C25 H16 O24
C25 H18 O26,C1 H3 -O1 N1,0,26,21,25,1,0,1,3,-1,1,0,C26 H21 N1 O25
C25 H18 O26,-H2 -O1,0,25,16,25,0,0,0,-2,-1,0,0,C25 H16 O25
C42 H78 O5,O1,1,42,78,6,0,0,0,0,1,0,0,C42 H78 O6
C42 H78 O5,H2 O2,1,42,80,7,0,0,0,2,2,0,0,C42 H80 O7
C42 H78 O5,H2 O1,1,42,80,6,0,0,0,2,1,0,0,C42 H80 O6
C35 H72 O2 S1,-O1,0,35,72,1,0,1,0,0,-1,0,0,C35 H72 O1 S1
C35 H72 O2 S1,-H2 -O2,0,35,70,0,0,1,0,-2,-2,0,0,C35 H70 S1
C35 H72 O2 S1,-H2 -O1,0,35,70,1,0,1,0,-2,-1,0,0,C35 H70 O1 S1
C14 H20 O6,O1,1,14,20,7,0,0,0,0,1,0,0,C14 H20 O7
C14 H20 O6,H2 O2,1,14,22,8,0,0,0,2,2,0,0,C14 H22 O8
C14 H20 O6,H2 O1,1,14,22,7,0,0,0,2,1,0,0,C14 H22 O7
C39 13C1 H76 S1,O1,1,39,76,1,0,1,0,0,1,0,0,C39 H76 O1 S1
C39 13C1 H76 S1,H2 O1,1,39,78,1,0,1,0,2,1,0,0,C39 H78 O1 S1
C43 13C1 H72,O1,1,43,72,1,0,0,0,0,1,0,0,C43 H72 O1
C37 13C1 H78 O5,-H2 -O2,0,37,76,3,0,0,0,-2,-2,0,0,C37 H76 O3
C37 13C1 H78 O5,-H2 -O1,0,37,76,4,0,0,0,-2,-1,0,0,C37 H76 O4
C23 13C1 H24 O13,O1,1,23,24,14,0,0,0,0,1,0,0,C23 H24 O14
C23 13C1 H24 O13,-O1,0,23,24,12,0,0,0,0,-1,0,0,C23 H24 O12
C23 13C1 H24 O13,H2 O2,1,23,26,15,0,0,0,2,2,0,0,C23 H26 O15
C23 13C1 H24 O13,-H2 -O2,0,23,22,11,0,0,0,-2,-2,0,0,C23 H22 O11
C23 13C1 H24 O13,H2 O1,1,23,26,14,0,0,0,2,1,0,0,C23 H26 O14
C23 13C1 H24 O13,-H2 -O1,0,23,22,12,0,0,0,-2,-1,0,0,C23 H22 O12
C25 H14 N2 O12 S1,O1,1,25,14,13,2,1,0,0,1,0,0,C25 H14 N2 O13 S1
C25 H14 N2 O12 S1,H2 O2,1,25,16,14,2,1,0,2,2,0,0,C25 H16 N2 O14 S1
C25 H14 N2 O12 S1,-C1 -H3 O1 -N1,1,24,11,13,1,1,-1,-3,1,-1,0,C24 H11 N1 O13 S1
C25 H14 N2 O12 S1,H2 O1,1,25,16,13,2,1,0,2,1,0,0,C25 H16 N2 O13 S1
C31 H24 O25,-O1,0,31,24,24,0,0,0,0,-1,0,0,C31 H24 O24
C31 H24 O25,-H2 -O2,0,31,22,23,0,0,0,-2,-2,0,0,C31 H22 O23
C31 13C1 H16 O20,O1,1,31,16,21,0,0,0,0,1,0,0,C31 H16 O21
C31 13C1 H16 O20,-O1,0,31,16,19,0,0,0,0,-1,0,0,C31 H16 O19
C31 13C1 H16 O20,H2 O2,1,31,18,22,0,0,0,2,2,0,0,C31 H18 O22
C31 13C1 H16 O20,H2 O1,1,31,18,21,0,0,0,2,1,0,0,C31 H18 O21
C25 H24 O11,O1,1,25,24,12,0,0,0,0,1,0,0,C25 H24 O12
C25 H24 O11,H2 O2,1,25,26,13,0,0,0,2,2,0,0,C25 H26 O13
C25 H24 O11,H2 O1,1,25,26,12,0,0,0,2,1,0,0,C25 H26 O12
C23 13C1 H30 O14,O1,1,23,30,15,0,0,0,0,1,0,0,C23 H30 O15
C23 13C1 H30 O14,-O1,0,23,30,13,0,0,0,0,-1,0,0,C23 H30 O13
C23 13C1 H30 O14,-H2 -O2,0,23,28,12,0,0,0,-2,-2,0,0,C23 H28 O12
C23 13C1 H30 O14,-H2 -O1,0,23,28,13,0,0,0,-2,-1,0,0,C23 H28 O13
C14 13C1 H16 O6,O1,1,14,16,7,0,0,0,0,1,0,0,C14 H16 O7
C14 13C1 H16 O6,H2 O2,1,14,18,8,0,0,0,2,2,0,0,C14 H18 O8
C14 13C1 H16 O6,H2 O1,1,14,18,7,0,0,0,2,1,0,0,C14 H18 O7
C14 13C1 H16 O6,-H2 -O1,0,14,14,5,0,0,0,-2,-1,0,0,C14 H14 O5
C34 13C1 H30 O21,O1,1,34,30,22,0,0,0,0,1,0,0,C34 H30 O22
C34 13C1 H30 O21,-O1,0,34,30,20,0,0,0,0,-1,0,0,C34 H30 O20
C34 13C1 H30 O21,H2 O2,1,34,32,23,0,0,0,2,2,0,0,C34 H32 O23
C34 13C1 H30 O21,-H2 -O2,0,34,28,19,0,0,0,-2,-2,0,0,C34 H28 O19
C34 13C1 H30 O21,H2 O1,1,34,32,22,0,0,0,2,1,0,0,C34 H32 O22
C34 13C1 H30 O21,-H2 -O1,0,34,28,20,0,0,0,-2,-1,0,0,C34 H28 O20
C34 13C1 H32 O21,O1,1,34,32,22,0,0,0,0,1,0,0,C34 H32 O22
C34 13C1 H32 O21,-O1,0,34,32,20,0,0,0,0,-1,0,0,C34 H32 O20
C34 13C1 H32 O21,H2 O2,1,34,34,23,0,0,0,2,2,0,0,C34 H34 O23
C34 13C1 H32 O21,-H2 -O2,0,34,30,19,0,0,0,-2,-2,0,0,C34 H30 O19
C34 13C1 H32 O21,H2 O1,1,34,34,22,0,0,0,2,1,0,0,C34 H34 O22
C34 13C1 H32 O21,-H2 -O1,0,34,30,20,0,0,0,-2,-1,0,0,C34 H30 O20
C28 H25 N1 O24,H2 O2,1,28,27,26,1,0,0,2,2,0,0,C28 H27 N1 O26
C28 H25 N1 O24,-H2 -O2,0,28,23,22,1,0,0,-2,-2,0,0,C28 H23 N1 O22
C28 H21 N1 O17,O1,1,28,21,18,1,0,0,0,1,0,0,C28 H21 N1 O18
C28 H21 N1 O17,-O1,0,28,21,16,1,0,0,0,-1,0,0,C28 H21 N1 O16
C28 H21 N1 O17,H2 O2,1,28,23,19,1,0,0,2,2,0,0,C28 H23 N1 O19
C28 H21 N1 O17,-C1 -H3 O1 -N1,1,27,18,18,0,0,-1,-3,1,-1,0,C27 H18 O18
C28 H21 N1 O17,H2 O1,1,28,23,18,1,0,0,2,1,0,0,C28 H23 N1 O18
C28 H21 N1 O17,-H2 -O1,0,28,19,16,1,0,0,-2,-1,0,0,C28 H19 N1 O16
C44 H72 O2 S1,-O1,0,44,72,1,0,1,0,0,-1,0,0,C44 H72 O1 S1
C16 H14 O4,O1,1,16,14,5,0,0,0,0,1,0,0,C16 H14 O5
C16 H14 O4,H2 O2,1,16,16,6,0,0,0,2,2,0,0,C16 H16 O6
C16 H14 O4,-H2 -O2,0,16,12,2,0,0,0,-2,-2,0,0,C16 H12 O2
C16 H14 O4,-H2 -O1,0,16,12,3,0,0,0,-2,-1,0,0,C16 H12 O3
C41 H76 S1 34S1,H2 O2,1,41,78,2,0,1,0,2,2,0,0,C41 H78 O2 S1
C23 H14 O13 S1,-O1,0,23,14,12,0,1,0,0,-1,0,0,C23 H14 O12 S1
C23 H14 O13 S1,H2 O1,1,23,16,14,0,1,0,2,1,0,0,C23 H16 O14 S1
C40 H75 N1 O4,C1 H3 -O1 N1,0,41,78,3,2,0,1,3,-1,1,0,C41 H78 N2 O3
C40 H75 N1 O4,-H2 -O1,0,40,73,3,1,0,0,-2,-1,0,0,C40 H73 N1 O3
C25 H20 O12,O1,1,25,20,13,0,0,0,0,1,0,0,C25 H20 O13
C25 H20 O12,H2 O2,1,25,22,14,0,0,0,2,2,0,0,C25 H22 O14
C25 H20 O12,H2 O1,1,25,22,13,0,0,0,2,1,0,0,C25 H22 O13
C9 H10 O5,O1,1,9,10,6,0,0,0,0,1,0,0,C9 H10 O6
C9 H10 O5,-O1,0,9,10,4,0,0,0,0,-1,0,0,C9 H10 O4
C9 H10 O5,H2 O2,1,9,12,7,0,0,0,2,2,0,0,C9 H12 O7
C39 H70 N2 O2,O1,1,39,70,3,2,0,0,0,1,0,0,C39 H70 N2 O3
C29 H27 N1 O27,-O1,0,29,27,26,1,0,0,0,-1,0,0,C29 H27 N1 O26
C29 H27 N1 O27,-H2 -O1,0,29,25,26,1,0,0,-2,-1,0,0,C29 H25 N1 O26
C39 H76 N2 O4,-O1,0,39,76,3,2,0,0,0,-1,0,0,C39 H76 N2 O3
C10 H10 O11 S1,H2 O1,1,10,12,12,0,1,0,2,1,0,0,C10 H12 O12 S1
C27 H22 N2 O13 S1,O1,1,27,22,14,2,1,0,0,1,0,0,C27 H22 N2 O14 S1
C27 H22 N2 O13 S1,H2 O1,1,27,24,14,2,1,0,2,1,0,0,C27 H24 N2 O14 S1
C27 H21 N1 O14 S1,O1,1,27,21,15,1,1,0,0,1,0,0,C27 H21 N1 O15 S1
C27 H21 N1 O14 S1,H2 O2,1,27,23,16,1,1,0,2,2,0,0,C27 H23 N1 O16 S1
C27 H21 N1 O14 S1,-C1 -H3 O1 -N1,1,26,18,15,0,1,-1,-3,1,-1,0,C26 H18 O15 S1
C27 H34 O15,O1,1,27,34,16,0,0,0,0,1,0,0,C27 H34 O16
C27 H34 O15,-O1,0,27,34,14,0,0,0,0,-1,0,0,C27 H34 O14
C27 H34 O15,-H2 -O2,0,27,32,13,0,0,0,-2,-2,0,0,C27 H32 O13
C27 H34 O15,-H2 -O1,0,27,32,14,0,0,0,-2,-1,0,0,C27 H32 O14
C26 H15 N1 O14 S1,-O1,0,26,15,13,1,1,0,0,-1,0,0,C26 H15 N1 O13 S1
C26 H15 N1 O14 S1,-C1 -H3 O1 -N1,1,25,12,15,0,1,-1,-3,1,-1,0,C25 H12 O15 S1
C26 H15 N1 O14 S1,H2 O1,1,26,17,15,1,1,0,2,1,0,0,C26 H17 N1 O15 S1
C35 H26 O22 S1,-O1,0,35,26,21,0,1,0,0,-1,0,0,C35 H26 O21 S1
C35 H26 O22 S1,-H2 -O2,0,35,24,20,0,1,0,-2,-2,0,0,C35 H24 O20 S1
C38 H74 O2,O1,1,38,74,3,0,0,0,0,1,0,0,C38 H74 O3
C38 H74 O2,H2 O2,1,38,76,4,0,0,0,2,2,0,0,C38 H76 O4
C38 H74 O2,H2 O1,1,38,76,3,0,0,0,2,1,0,0,C38 H76 O3
C32 H29 N1 O22 S1,-H2 -O2,0,32,27,20,1,1,0,-2,-2,0,0,C32 H27 N1 O20 S1
C32 H29 N1 O22 S1,-H2 -O1,0,32,27,21,1,1,0,-2,-1,0,0,C32 H27 N1 O21 S1
C35 H71 N1 S1,O1,1,35,71,1,1,1,0,0,1,0,0,C35 H71 N1 O1 S1
C22 H21 N1 O19 S1,O1,1,22,21,20,1,1,0,0,1,0,0,C22 H21 N1 O20 S1
C22 H21 N1 O19 S1,-O1,0,22,21,18,1,1,0,0,-1,0,0,C22 H21 N1 O18 S1
C22 H21 N1 O19 S1,-C1 -H3 O1 -N1,1,21,18,20,0,1,-1,-3,1,-1,0,C21 H18 O20 S1
C22 H21 N1 O19 S1,H2 O1,1,22,23,20,1,1,0,2,1,0,0,C22 H23 N1 O20 S1
C30 H28 O16,O1,1,30,28,17,0,0,0,0,1,0,0,C30 H28 O17
C30 H28 O16,-O1,0,30,28,15,0,0,0,0,-1,0,0,C30 H28 O15
C30 H28 O16,H2 O2,1,30,30,18,0,0,0,2,2,0,0,C30 H30 O18
C30 H28 O16,H2 O1,1,30,30,17,0,0,0,2,1,0,0,C30 H30 O17
C30 H28 O16,-H2 -O1,0,30,26,15,0,0,0,-2,-1,0,0,C30 H26 O15
C30 13C1 H18 O21,O1,1,30,18,22,0,0,0,0,1,0,0,C30 H18 O22
C30 13C1 H18 O21,-O1,0,30,18,20,0,0,0,0,-1,0,0,C30 H18 O20
C30 13C1 H18 O21,-H2 -O2,0,30,16,19,0,0,0,-2,-2,0,0,C30 H16 O19
C30 13C1 H18 O21,H2 O1,1,30,20,22,0,0,0,2,1,0,0,C30 H20 O22
C30 13C1 H18 O21,-H2 -O1,0,30,16,20,0,0,0,-2,-1,0,0,C30 H16 O20
C23 H20 O23,-O1,0,23,20,22,0,0,0,0,-1,0,0,C23 H20 O22
C23 H20 O23,-H2 -O2,0,23,18,21,0,0,0,-2,-2,0,0,C23 H18 O21
C23 H20 O23,-H2 -O1,0,23,18,22,0,0,0,-2,-1,0,0,C23 H18 O22
C37 H74 N2 O4,-H2 -O2,0,37,72,2,2,0,0,-2,-2,0,0,C37 H72 N2 O2
C37 H74 N2 O4,-C1 -H3 O1 -N1,1,36,71,5,1,0,-1,-3,1,-1,0,C36 H71 N1 O5
C37 H74 N2 O4,-H2 -O1,0,37,72,3,2,0,0,-2,-1,0,0,C37 H72 N2 O3
C35 H32 N2 O25 S1,-H2 -O1,0,35,30,24,2,1,0,-2,-1,0,0,C35 H30 N2 O24 S1
C20 H10 O13 S1,C1 H3 -O1 N1,0,21,13,12,1,1,1,3,-1,1,0,C21 H13 N1 O12 S1
C20 H10 O13 S1,H2 O1,1,20,12,14,0,1,0,2,1,0,0,C20 H12 O14 S1
C24 H16 O21 S1,C1 H3 -O1 N1,0,25,19,20,1,1,1,3,-1,1,0,C25 H19 N1 O20 S1
C16 H16 O6,O1,1,16,16,7,0,0,0,0,1,0,0,C16 H16 O7
C16 H16 O6,H2 O2,1,16,18,8,0,0,0,2,2,0,0,C16 H18 O8
C16 H16 O6,-H2 -O2,0,16,14,4,0,0,0,-2,-2,0,0,C16 H14 O4
C16 H16 O6,H2 O1,1,16,18,7,0,0,0,2,1,0,0,C16 H18 O7
C16 H16 O6,-H2 -O1,0,16,14,5,0,0,0,-2,-1,0,0,C16 H14 O5
C17 H6 O10,O1,1,17,6,11,0,0,0,0,1,0,0,C17 H6 O11
C17 H6 O10,H2 O2,1,17,8,12,0,0,0,2,2,0,0,C17 H8 O12
C17 H6 O10,H2 O1,1,17,8,11,0,0,0,2,1,0,0,C17 H8 O11
C40 H34 O24,-O1,0,40,34,23,0,0,0,0,-1,0,0,C40 H34 O23
C40 H34 O24,H2 O2,1,40,36,26,0,0,0,2,2,0,0,C40 H36 O26
C40 H34 O24,H2 O1,1,40,36,25,0,0,0,2,1,0,0,C40 H36 O25
C27 13C1 H30 O15,O1,1,27,30,16,0,0,0,0,1,0,0,C27 H30 O16
C27 13C1 H30 O15,-O1,0,27,30,14,0,0,0,0,-1,0,0,C27 H30 O14
C27 13C1 H30 O15,H2 O2,1,27,32,17,0,0,0,2,2,0,0,C27 H32 O17
C27 13C1 H30 O15,-H2 -O2,0,27,28,13,0,0,0,-2,-2,0,0,C27 H28 O13
C27 13C1 H30 O15,H2 O1,1,27,32,16,0,0,0,2,1,0,0,C27 H32 O16
C27 13C1 H30 O15,-H2 -O1,0,27,28,14,0,0,0,-2,-1,0,0,C27 H28 O14
C16 13C1 H20 O8,O1,1,16,20,9,0,0,0,0,1,0,0,C16 H20 O9
C16 13C1 H20 O8,-O1,0,16,20,7,0,0,0,0,-1,0,0,C16 H20 O7
C16 13C1 H20 O8,H2 O2,1,16,22,10,0,0,0,2,2,0,0,C16 H22 O10
C16 13C1 H20 O8,-H2 -O2,0,16,18,6,0,0,0,-2,-2,0,0,C16 H18 O6
C16 13C1 H20 O8,H2 O1,1,16,22,9,0,0,0,2,1,0,0,C16 H22 O9
C16 13C1 H20 O8,-H2 -O1,0,16,18,7,0,0,0,-2,-1,0,0,C16 H18 O7
C20 13C1 H16 O11,O1,1,20,16,12,0,0,0,0,1,0,0,C20 H16 O12
C20 13C1 H16 O11,-O1,0,20,16,10,0,0,0,0,-1,0,0,C20 H16 O10
C20 13C1 H16 O11,H2 O2,1,20,18,13,0,0,0,2,2,0,0,C20 H18 O13
C20 13C1 H16 O11,C1 H3 -O1 N1,0,21,19,10,1,0,1,3,-1,1,0,C21 H19 N1 O10
C20 13C1 H16 O11,H2 O1,1,20,18,12,0,0,0,2,1,0,0,C20 H18 O12
C20 13C1 H16 O11,-H2 -O1,0,20,14,10,0,0,0,-2,-1,0,0,C20 H14 O10
C19 H14 O5 S1,-O1,0,19,14,4,0,1,0,0,-1,0,0,C19 H14 O4 S1
C19 H14 O5 S1,-H2 -O1,0,19,12,4,0,1,0,-2,-1,0,0,C19 H12 O4 S1
C34 H23 N1 O19 S1,O1,1,34,23,20,1,1,0,0,1,0,0,C34 H23 N1 O20 S1
C34 H23 N1 O19 S1,-H2 -O1,0,34,21,18,1,1,0,-2,-1,0,0,C34 H21 N1 O18 S1
C31 H36 N2 O25 S1,-O1,0,31,36,24,2,1,0,0,-1,0,0,C31 H36 N2 O24 S1
C39 H32 O23,O1,1,39,32,24,0,0,0,0,1,0,0,C39 H32 O24
C39 H32 O23,-O1,0,39,32,22,0,0,0,0,-1,0,0,C39 H32 O22
C18 13C1 H18 N2 O14 S1,-C1 -H3 O1 -N1,1,17,15,15,1,1,-1,-3,1,-1,0,C17 H15 N1 O15 S1
C35 H31 N1 O23,-C1 -H3 O1 -N1,1,34,28,24,0,0,-1,-3,1,-1,0,C34 H28 O24
C20 13C1 H10 O13,O1,1,20,10,14,0,0,0,0,1,0,0,C20 H10 O14
C20 13C1 H10 O13,-O1,0,20,10,12,0,0,0,0,-1,0,0,C20 H10 O12
C20 13C1 H10 O13,H2 O2,1,20,12,15,0,0,0,2,2,0,0,C20 H12 O15
C20 13C1 H10 O13,C1 H3 -O1 N1,0,21,13,12,1,0,1,3,-1,1,0,C21 H13 N1 O12
C20 13C1 H10 O13,H2 O1,1,20,12,14,0,0,0,2,1,0,0,C20 H12 O14
C20 13C1 H10 O13,-H2 -O1,0,20,8,12,0,0,0,-2,-1,0,0,C20 H8 O12
C39 H34 O29,-H2 -O2,0,39,32,27,0,0,0,-2,-2,0,0,C39 H32 O27
C28 H36 O14,O1,1,28,36,15,0,0,0,0,1,0,0,C28 H36 O15
C37 H32 O21,O1,1,37,32,22,0,0,0,0,1,0,0,C37 H32 O22
C37 H32 O21,H2 O1,1,37,34,22,0,0,0,2,1,0,0,C37 H34 O22
C15 13C1 H16 O7,O1,1,15,16,8,0,0,0,0,1,0,0,C15 H16 O8
C15 13C1 H16 O7,-O1,0,15,16,6,0,0,0,0,-1,0,0,C15 H16 O6
C15 13C1 H16 O7,H2 O2,1,15,18,9,0,0,0,2,2,0,0,C15 H18 O9
C15 13C1 H16 O7,-H2 -O2,0,15,14,5,0,0,0,-2,-2,0,0,C15 H14 O5
C15 13C1 H16 O7,H2 O1,1,15,18,8,0,0,0,2,1,0,0,C15 H18 O8
C15 13C1 H16 O7,-H2 -O1,0,15,14,6,0,0,0,-2,-1,0,0,C15 H14 O6
C34 H29 N1 O22,-C1 -H3 O1 -N1,1,33,26,23,0,0,-1,-3,1,-1,0,C33 H26 O23
C30 H30 O15,O1,1,30,30,16,0,0,0,0,1,0,0,C30 H30 O16
C30 H30 O15,H2 O2,1,30,32,17,0,0,0,2,2,0,0,C30 H32 O17
C30 H30 O15,H2 O1,1,30,32,16,0,0,0,2,1,0,0,C30 H32 O16
C22 H21 N1 O23,-H2 -O1,0,22,19,22,1,0,0,-2,-1,0,0,C22 H19 N1 O22
C30 H28 O17,O1,1,30,28,18,0,0,0,0,1,0,0,C30 H28 O18
C30 H28 O17,-O1,0,30,28,16,0,0,0,0,-1,0,0,C30 H28 O16
C30 H28 O17,H2 O2,1,30,30,19,0,0,0,2,2,0,0,C30 H30 O19
C30 H28 O17,-H2 -O2,0,30,26,15,0,0,0,-2,-2,0,0,C30 H26 O15
C30 H28 O17,H2 O1,1,30,30,18,0,0,0,2,1,0,0,C30 H30 O18
C30 H28 O17,-H2 -O1,0,30,26,16,0,0,0,-2,-1,0,0,C30 H26 O16
C23 H19 N1 O11,O1,1,23,19,12,1,0,0,0,1,0,0,C23 H19 N1 O12
